id,category,words
121853,IZONE,"['影音', '回歸', '花絮', '預告', '作者', '黑椰椰', '看板', '標題', '影音', '回歸', '花絮', '預告', '時間', '回歸幕', '後', '花絮', '最初', '公開', '以及', '秘密', '朋友', '的', '身分', '公開']"
121854,IZONE,"['歌詞', '作者', '靜然', '看板', '標題', '歌詞', '時間', '作詞', '崔賢俊', '作曲', '崔賢俊', '編曲閉', '上', '眼睛', '也', '能', '感受', '到', '的', '香氣', '隱隱約', '約', '陷入', '其中', '追', '隨那遠', '處', '消失', '的', '光芒', '的', '我', '會', '再', '向', '你', '更', '靠近', '你', '看', '著', '我', '的', '眼神', '和', '映照', '著', '我', '的', '顏色', '一切', '都', '就此', '停止', '讓', '你', '更加', '閃耀', '某個', '瞬間', '的', '你', '悄悄地', '滲透到', '我', '的', '身邊', '會', '做', '著', '同樣', '的', '夢', '那', '寬廣', '的', '世界', '在', '你', '眼前', '勾勒', '吧', '感受', '你', '的', '真心', '吧', '將藏', '在', '你', '心中', '的', '你', '展現', '在', '世人', '面前', '就', '那樣', '現在', '感受', '到', '的', '就', '那樣給', '我', '看看', '你', '的', '感覺', '你', '是', '我', '的', '對', '我', '來', '說', '都', '你', '是', '我', '的', '所有', '一切', '都', '你', '是', '我', '的', '你', '你', '你', '可以', '相信', '我', '嗎', '可以', '對', '我', '更', '更', '更', '打開', '你', '的', '心', '嗎', '裝入', '你', '神', '祕', '的', '顏色', '如同', '照耀', '你', '的', '我', '的', '模樣', '比', '任何人', '都', '更加', '閃耀', '只要', '能夠', '和', '你', '一起', '美麗地', '蔓延', '著', '你', '的', '香氣', '充滿', '我', '在', '世界', '敞開', '心扉', '我會', '更加', '傾聽', '你', '我', '心中', '映照', '著永遠', '地將', '你', '浸染', '會', '更加', '閃爍', '耀眼', '與', '你', '相似', '的', '天空', '隱藏著', '的', '心', '等待', '的', '這個', '瞬間將', '期盼', '已久', '的', '你', '裝入', '天空', '就', '那樣', '現在', '就', '那樣給', '我', '看看', '你', '的', '感覺', '你', '是', '我', '的', '對', '我', '來', '說', '都', '你', '是', '我', '的', '所有', '一切', '都', '無論', '何時', '都', '會', '等', '著', '你', '因為', '你', '總', '是', '在', '我', '身邊', '比起', '華麗', '的', '照明', '更', '朝向', '你', '的', '光芒', '只為', '你', '而', '存在', '你', '是', '我', '的', '對', '我', '來', '說', '都', '你', '是', '我', '的', '所有', '一切都在', '天空', '畫出', '你', '的', '微笑', '不是', '明亮', '地', '發光', '嘛', '在', '你', '心中', '美麗', '的', '你', '是', '我', '的', '會守護', '著', '你', '會', '照亮', '著', '你', '的', '你', '是', '我', '的', '世界', '你', '是', '我', '的', '光芒', '渣', '翻', '若', '有', '錯', '請', '指正', '感謝', '的', '校對', '韓繁', '中字']"
121855,IZONE,"['社群', '更新', '叡', '娜', '作者', '雅看', '板', '標題', '社群', '更新', '叡', '娜', '時間', '更新', '傻瓜', '們', '的', '牢獄', '生活', '謝謝', '送', '我們', '回歸花環', '我們', '會', '努力', '活動', '的', '加油', '傻瓜', '們', '的', '牢獄', '生活', '加油', '傻瓜', '們', '的', '牢獄', '生活', '叡', '娜', '和', '兪', '真', '翻', '譯', '雅']"
121856,IZONE,"['社群', '更新', '鍍', '我', '作者', '雅看', '板', '標題', '社群', '更新', '鍍', '我', '時間', '官', '咖鍍', '我', '哈', '囉', '我', '是', '鍍', '我', '各位', '其實', '我', '不是', '捲', '髮', '而是', '直', '髮', '一直', '以來頭', '髮', '很', '難', '吹乾', '呼以後會', '用', '我', '原本', '的', '直', '髮', '來', '見', '大家', '的', '愛你們', '哦', '鍍', '我', '是', '直', '髮', '沒錯', '愚人', '節嘛', '翻譯雅']"
121857,IZONE,"['歌詞', '作者', '看板', '標題', '歌詞', '時間', '作曲', '李大輝', '作詞', '李大輝', '編曲', '所有人', '熟睡', '的', '夜晚', '此刻', '我', '打開', '窗戶', '懷著', '緊張', '的', '心情', '展開', '雙翅', '不知', '為何', '充滿', '新意', '的', '那個', '地方', '現在', '好像', '在', '呼喚', '著', '我', '絕對', '不要', '停下', '來', '再加', '把', '勁現', '在', '眼前', '展現', '的', '再', '前', '進一點', '的', '話', '在', '柔軟', '的', '雲朵', '之上', '期盼', '已久', '的', '夢', '想', '即', '將展', '開', '我', '的', '心臟', '告訴', '我', '就是', '現在', '我', '等待', '的', '瞬間', '已', '經到', '來', '是', '時候', '展開', '蜷縮', '著', '的', '雙翅', '飛翔', '吧', '跟', '隨那裡', '閃爍', '著', '的', '小星星', '或許', '就', '能', '找到', '等待', '著', '我', '的', '舞台', '再', '高一', '點即將', '升起', '沿著', '星光', '大道', '飛去', '更', '高經過', '沉睡', '的', '水平', '線飛', '去', '更', '遠', '每天', '每天', '都', '超級', '興奮', '看', '哪裡', '都', '覺得', '耀眼', '即使', '下雨', '我', '也', '哼', '著歌', '因為', '我', '馬', '上', '就要', '見', '到', '如此', '帥氣', '的', '世界', '不要', '著急', '就', '像', '儀表板', '上', '的', '數字', '一樣', '只要', '跟', '隨', '你', '自己', '的', '速度', '就', '不會', '因為', '各種', '氣流', '而晃動', '那陣', '風告訴', '我', '不要', '躲藏', '現在', '到', '了', '展示', '我', '的', '時候', '再', '拿出', '一點', '勇氣', '飛翔', '吧', '跟', '隨那裡', '閃爍', '著', '的', '小星星', '或許', '就', '能', '找到', '等待', '著', '我', '的', '舞台', '再', '高一', '點即將', '升起', '沿著', '星光', '大道', '飛去', '更', '高經過', '沉睡', '的', '水平', '線飛', '去', '更', '遠', '準備', '好', '和', '我', '一起', '的', '話', '能', '啟動', '你', '沉睡', '已久', '的', '心臟', '嗎', '像', '閃爍', '著', '升起', '的', '星星', '一樣', '飛得', '更', '高', '飛翔', '吧', '從', '蔚', '藍', '的', '大海', '之上', '飛向', '遠方', '直到', '越過', '一次', '也', '未', '見過', '的', '水平', '線', '我們', '好像', '承載', '著', '彩虹', '色', '的', '夢', '更', '高', '我們', '一起', '飛翔', '我們', '一起', '的', '話', '我', '去', '哪裡', '都', '好', '越過', '平行', '線', '翻譯', '李大輝', '吧']"
121858,IZONE,"['社群', '更新', '怡人', '施賢', '作者', '雅看', '板', '標題', '社群', '更新', '怡人', '施賢', '時間', '官', '咖成員裡', '的', '怡', '人施賢', '特派', '員', '傳達們', '的', '日常', '是', '在', '相簿', '中發現', '某天', '的', '怡', '人', '特派', '員', '努力', '學習', '韓語', '開心', '影片', '一則', '特派', '員', '傳達們', '的', '日常', '是', '在', '相簿', '中發現', '某天', '的', '施賢', '特派', '員', '看到', '相機', '立即', '擺出', '達', '人', '漂亮', '的', '翻譯雅']"
121859,IZONE,"['情報', '年', '月', '成員', '行程表', '作者', '阿華', '看板', '標題', '情報', '年', '月', '成員', '行程表', '時間', '阿華', '最近', '被', '外星人', '抓走', '了', '沒什麼', '更新', '真的', '很', '抱歉', '元咲彩', '英恩良', '讌', '菲珉', '周宥', '美惠', '真元彩', '柔', '叡', '元奈年', '月', '行程表', '類別', '放送', '影音', '公演', '電台', '錄', '製', '其他', '日本', '行程', '以', '表示', '日期', '時間', '類別', '行程', '內容個', '人', '行程', '會', '註', '明', '全', '體', '則', '不', '另外', '註', '明', '一', '其他', '回歸', '回歸', '影音', '放送', '影音', '秘密', '朋友', '預告', '放送', '大', '韓民國', '脫口秀', '你好', '妃珉', '二', '秘密', '朋友', '玩吧', '廣播', '崔華靜', '的', '影音', '一周', '偶像', '影音', '應援版', '影音', '接力', '舞蹈', '放送', '影音', '秘密', '朋友', '未公開', '三廣播', '古家', '正亨', '的', '放送', '請給', '一頓', '飯瑛', '廣播', '今夜', '咲良樹', '下櫻', '影音', '其他', '飛行', '韓國', '飛日北', '四', '公演', '不朽', '的', '名曲', '回歸', '舞台', '廣播', '本田', '仁', '美的', '仁', '放送', '秘密', '朋友', '放送', '瑛', '珉', '其他', '飛行', '日北飛', '韓國', '五回', '歸', '舞台', '其他', '簽售', '簽售會', '藝術', '中心', '放送', '我', '的', '小電', '視', '兪', '六', '其他', '簽售', '簽售會', '上', '岩洞', '中心', '音樂', '中心', '回歸', '舞台', '我', '的', '小電', '視', '兪', '演', '放送', '傻瓜', '們', '的', '牢獄', '生活', '叡', '兪', '日', '人', '氣', '歌', '謠', '回', '歸', '舞台', '影音', '大家', '的', '廚房', '先公', '開櫻', '放送', '大家', '的', '廚房櫻', '其他', '簽售', '簽售會', '影音', '一', '影音', '秘密', '朋友', '未公開', '影音', '影音', '深夜', '正式', '綜藝', '預告', '先公', '開', '影音', '櫻花遊', '戲櫻', '二回', '歸', '舞台', '其他', '一位', '一位', '公演', '開', '放音', '樂會', '放送', '深夜', '正式', '綜藝', '影音', '秘密', '朋友', '預告', '最終', '回', '影音', '預告瑛珉位', '得到', '了', '影音', '有感', '覺', '嗎', '寶城', '的', '香氣', '叡', '兪', '妃', '仁', '三', '影音', '放送', '一周', '偶像', '回歸', '舞台', '其他', '一位', '一位', '廣播', '今夜', '咲良樹', '下櫻', '影音', '從', '今天', '開始', '請莓果', '吧', '櫻柔惠演', '四', '影音', '影音', '秘密', '朋友', '先公', '開游擊', '演唱', '會', '影音', '秘密', '朋友', '先公', '開', '奈子', '的', '可疑', '任務', '影音', '大家', '的', '廚房', '未', '公開櫻', '其他', '一位', '一位', '廣播庭', '沼珉', '的', '廣播', '本田', '仁', '美的', '仁', '放送', '秘密', '朋友', '放送', '瑛', '珉', '影音', '新成員', '公開瑛奈', '采珉', '五', '其他', '一位', '一位', '其他', '簽售', '簽售會', '媒體', '中心', '放送', '我', '的', '小電', '視', '兪', '影音', '大家', '的', '廚房', '預告櫻', '影音', '秘密', '朋友', '未公開', '六音樂', '中心', '其他', '簽售', '簽售會', '現代百貨', '公司', '放送', '傻瓜', '們', '的', '牢獄', '生活', '叡', '日', '人氣', '歌謠', '其他', '簽售', '簽售會', '永登', '浦樂', '天百', '貨', '文化', '放送', '大家', '的', '廚房', '櫻一', '影音', '二廣播', '池錫辰', '的', '時約會', '其他', '一位', '一位', '影音', '影音', '幕', '後', '花絮', '三廣播', '李秀智', '的', '歌謠', '廣場', '瑛', '叡', '仁演', '特別', '采', '其他', '一位', '一位', '又', '謝謝', '你', '們', '叡', '除外', '廣播', '今夜', '咲良樹下', '櫻四', '影音', '其他', '一位', '一位', '其他', '簽售', '簽售會', '媒體', '中心', '廣播', '本田', '仁', '美的', '仁', '錄', '製', '認', '識', '的', '哥哥', '錄', '製', '影音', '預告', '影音', '五', '其他', '簽售', '簽售會', '世界', '夢想', '廣場', '企業', '大樓', '放送', '我', '的', '小電', '視', '兪', '演', '影音', '預告', '六', '影音', '音樂', '中心', '放送', '不朽', '的', '名曲', '放送', '傻瓜', '們', '的', '牢獄', '生活', '叡', '我', '的', '小電', '視', '兪', '我', '的', '小', '電', '視', '兪', '我', '們', '是', '兪', '妃', '除外', '日', '影音', '預告', '人氣', '歌謠', '特別瑛珉', '放送', '開', '放音', '樂會', '其他', '簽售', '簽售會', '清潭', '藝術', '一', '影音', '預告', '影音', '頒獎', '典禮', '影音', '三廣播', '今夜', '咲良樹下', '櫻四', '放送', '廣播', '本田', '仁', '美的', '仁五', '放送', '我', '的', '小電', '視', '兪', '放送', '六', '放送', '傻瓜', '們', '的', '牢獄', '生活', '叡', '影音', '認識', '的', '哥哥', '預告', '日', '公演', '光州', '放送', '大家', '的', '廚房', '櫻一', '影音', '放送', '腦性', '時代', '問題', '男子', '二', '很', '好奇', '吧', '妃珉', '月', '以', '後', '或', '未', '確定', '行程', '四', '公演', '日本', '武道館', '放送', '團綜五', '公演', '日本', '武道館', '六', '放送', '認識', '的', '哥哥', '日', '其他', '簽售', '簽售會', '媒體', '中心', '五', '公演', '公演', '日', '公演', '放送', '取尊', '生活', '妃', '六', '公演', '演唱', '會', '首爾場', '日', '公演', '演唱', '會', '首爾場', '日', '公演', '演唱', '會', '曼谷', '場六', '公演', '演唱', '會', '台北', '場六', '公演', '演唱', '會', '香港', '場練', '習生', '年', '月', '行程表', '類別', '放送', '影音', '公演', '電台', '錄', '製', '其他', '日期', '時間', '類別', '行程', '內容', '若', '為', '團體', '活動則僅', '列出', '參賽', '成員二', '詩賢怡', '人', '三', '其他', '慶生', '下尾', '美羽', '生日', '快樂', '詩賢怡', '人', '四', '音源', '音源', '附身', '飛翔', '高恩', '詩賢怡', '人', '影音', '詩賢怡', '人', '影音', '意志', '碧唯菜', '摘美久', '五', '其他', '慶生', '柳旻瑛', '生日', '快樂', '詩賢怡', '人', '六', '其他', '慶生', '內木志', '生日', '快樂', '音樂', '中心', '詩賢怡', '人', '影音', '竹內', '美宥', '美宥', '日人氣', '歌謠', '詩賢怡', '人', '二', '詩賢怡', '人', '三', '詩賢怡', '人竹', '內美', '宥', '李秀敏', '美', '宥', '四', '詩賢怡', '人', '影音', '詩賢怡', '人', '影音', '詩賢怡', '人', '影音', '一分', '鐘朗讀', '詩賢怡', '人', '五', '詩賢怡', '人', '影音', '娜', '英六音樂', '中心', '詩賢怡', '人日', '人氣', '歌謠', '詩賢怡', '人', '二', '詩賢怡', '人', '三', '詩賢怡', '人竹', '內美', '宥', '李秀敏', '美', '宥', '四', '詩賢怡', '人', '五', '詩賢怡', '人', '影音', '留學', '少女', '惠里', '六', '放送', '日本', '人', '也', '不', '知道', '的', '日本', '旅行', '美穗', '日人氣', '歌謠', '詩賢怡', '人', '四', '其他', '慶生', '小田繪里奈', '生日', '快樂竹', '內美', '宥', '李秀敏', '美', '宥', '五', '影音', '娜', '英日', '公演', '光州', '海允', '月', '以', '後', '或', '未', '確定', '行程', '四', '其他', '卒', '業高橋', '朱里卒業', '公演', '朱里', '日', '其他', '卒', '業小', '嶋', '真子卒業', '公演', '真子', '其他', '慶生', '中西', '智代梨', '生日', '快樂五', '公演', '海允', '公演', '海允', '六', '公演', '美穗', '日', '公演', '真子', '公演', '圭', '悧', '公演', '圭', '悧', '一', '其他', '慶生後藤萌咲', '淺井七海', '生日', '快樂二', '其他', '慶生', '尹恩彬', '生日', '快樂', '四', '其他', '慶生', '裴恩', '英元書妍', '生日', '快樂', '四', '其他', '慶生', '小', '嶋', '真子', '生日', '快樂五', '其他', '慶生', '本村', '碧', '唯', '生日', '快樂', '放送', '留學', '少女', '惠里', '六', '公演', '公演', '公園', '演唱', '會圭', '悧', '因為', '我', '看不懂', '日文', '韓文', '所以', '麻煩', '大家', '盡量給', '我', '中', '英譯', '的', '節目', '名稱', '這樣', '我', '比', '較', '好', '進行', '更新', '行程', '也', '盡量', '不要', '只', '丟網址', '我', '看不懂', '希望', '大家', '可以', '照', '以下', '格式', '日期', '時間', '台灣', '時間', '地點', '電視台', '活動名', '稱節', '目名', '稱', '錄', '製', '放送', '時間', '請', '幫', '我', '轉換', '成台灣', '時間', '或是', '特', '別', '註', '明', '謝', '謝', '大家', '協助', '我', '更新', '行程']"
121860,IZONE,"['歌詞', '作者', '看板', '標題', '歌詞', '時間', '作詞', '作曲', '編曲', '被', '掩埋', '於', '黑暗', '之中', '變得', '朦朧', '的', '原石', '彷', '彿', '閃爍', '著', '又', '彷', '彿', '無法', '發光', '引領', '著', '受困', '其中', '徬徨', '的', '你', '每天', '每夜', '模樣', '逐漸', '褪去', '也好', '變得', '更加', '混濁', '也好', '維持', '這樣', '完好', '無缺', '逐漸', '遠', '去', '也', '行', '稍微', '遲些', '也', '行', '總有', '一天', '會', '再', '閃', '閃', '發光', '停留', '在', '我', '身上', '的', '就連', '那些', '視線', '最', '後', '也', '都', '之', '於', '我', '是', '轉變', '為', '明亮', '的', '光彩', '就', '那樣', '看', '著', '我', '我', '的', '一切', '我', '的', '每個', '瞬間', '就', '照著', '此刻', '的', '面貌', '毋須', '多', '加妝扮', '只', '做', '自己', '的', '我', '便是', '如', '你', '這般', '仍', '未', '被察覺', '的', '寶石', '不久', '以', '後', '一定', '會', '被', '看見', '繼續', '閃爍', '著', '你', '終會', '變得', '光芒', '萬丈', '就', '照著', '你', '一直', '隱藏著', '的', '面貌', '這瞬間', '便是', '幽藍', '的', '就連', '這', '月光', '最', '後', '也', '之', '於', '我', '是', '轉變', '為', '我', '的', '舞台', '就', '那樣', '看', '著', '我', '我', '的', '一切', '我', '的', '每個', '瞬間', '就', '照著', '此刻', '的', '面貌', '毋須', '多', '加妝扮', '只', '做', '自己', '的', '我', '便是', '於', '那', '無法觸', '及', '的', '你', '的', '空間', '之中', '請', '挪出', '只為', '我', '而', '存在', '的', '位置', '吧', '閃爍', '地潔白', '耀眼', '地視線', '向', '著', '我', '吧', '我', '的', '一切', '我', '的', '每個', '瞬間', '就', '照著', '此刻', '的', '面貌', '毋須', '多', '加妝扮', '只', '做', '自己', '的', '我', '便是']"
121861,IZONE,"['歌詞', '作者', '看板', '標題', '歌詞', '時間', '作詞', '金珉周', '本田', '仁美', '作曲', '編曲', '從', '許久', '以前', '便', '引頸', '期盼', '在', '寒冬', '過去', '春日', '到', '來', '的', '聲音', '之中', '不知', '不覺', '地', '已', '沉睡', '許久', '的', '我', '的', '心臟', '再次', '跳動', '我', '回', '想起', '當時', '你', '我', '初次', '相遇', '那日', '好像', '還', '十分', '寒冷', '凍結', '的', '冬季', '離去', '春芽', '重生', '請務', '必握', '緊', '我', '的', '手', '不要', '放開', '這雙手', '緊握', '著溫', '暖', '的', '雙手', '便', '能', '盡情', '作夢因', '為', '有', '你', '一起', '今日', '也', '作著', '明朗', '閃耀', '的', '夢', '寒風', '之中', '你', '成', '了', '溫暖', '我', '的', '外套', '一同', '仰望', '繁星', '點綴', '相視', '著', '的', '瞬間', '閃耀著', '的', '勇氣', '毋須', '多言', '我們', '便', '無', '所', '不能', '成為', '夜空', '之中', '閃亮', '的', '星', '小小', '鳥兒', '低聲', '吟唱', '你', '和', '我', '乘著', '旋律', '輕', '舞美', '好', '的', '時光', '我們', '的', '回憶', '從頭', '到', '尾', '所有', '的', '所有', '我們', '都', '在', '一起', '總是', '在', '一起', '你', '我', '相遇', '那', '一天', '好像', '格外', '寒冷', '凍結', '的', '冬季', '離去', '春芽', '重生', '請務', '必握', '緊', '我', '的', '手', '不要', '放開', '這雙手', '緊握', '著溫', '暖', '的', '雙手', '便', '能', '盡情', '作夢因', '為', '有', '你', '一起', '明日', '也', '作著', '明朗', '閃耀', '的', '夢', '又', '再次', '想起', '那日', '的', '我們', '希望', '比起', '昨日', '再', '更', '茁壯', '一點', '的', '我們', '的', '夢', '能夠', '觸及', '天際', '你', '和', '我', '向', '著', '閃耀', '的', '夢', '想', '一步', '一步', '慢慢', '前進', '我會', '一直', '握緊', '你', '的', '手絕', '不放開', '這雙手', '緊握', '著溫', '暖', '的', '雙手', '凝望', '那片', '天空', '只要', '我們', '在', '一起', '無論', '何時', '都', '能', '閃耀']"
121862,IZONE,"['新聞', '迷你', '二輯', '記者', '會', '作者', '看板', '標題', '新聞', '迷你', '二輯', '記者', '會', '時間', '本篇', '為', '各篇', '新聞', '節錄', '這次', '是', '報答', '帶', '着', '安慰', '鼓勵', '走向', '粉絲', '身邊', '日', '下午', '在', '首爾龍', '山區', '藍色', '廣場', '大廳', '舉行', '的', '第二', '張', '迷你', '專輯', '發售', '紀念', '媒體', '表演', '上', '回歸並', '表示', '想為', '所有', '疲憊', '的', '人', '加油', '將於日', '下午', '點通過', '各大', '音源', '網站', '發行', '第二', '張', '迷你', '專輯', '是', '代表', '愛與心', '的', '英文', '和', '的', '合成', '詞', '代表', '想要', '傳達', '的', '真心', '主打', '歌是', '取材自', '童話', '快樂', '王子', '的', '一部分', '故事', '而', '誕生', '的', '歌曲', '希望', '大家', '能夠', '因', '爲', '的', '應援', '而', '明白', '自己', '是', '珍貴', '的', '存在', '以', '的', '爲', '起點', '風格', '融合', '在', '一起', '展現', '了', '團體', '所', '具有', '的', '各種', '魅力', '特別', '是', '在', '副歌', '部分', '可以', '感受', '到', '的', '神', '祕', '力量', '不是', '一位', '而是', '更好', '的', '舞', '臺', '以', '回歸', '的', '的', '目標', '表示', '將通過', '傳達', '應援', '的', '訊息', '當天', '發表', '了', '回歸', '感想', '和', '近況', '權恩妃', '說', '時間', '真的', '好像', '瞬間', '流逝', '了', '逛街', '時粉', '絲會', '認出', '自己', '覺得', '很', '神奇', '在', '日本', '的', '活動', '也', '同時', '為', '新', '專輯', '進行', '準備', '還有', '從', '學校', '畢業後入', '學', '的', '朋友', '忙得不可', '開交', '曺', '柔理', '說', '很多', '人喜', '愛並', '支持', '我們', '我', '總', '是', '懷報', '著', '感謝', '家人', '朋友', '也', '很', '為', '我', '開心', '另外', '矢', '吹', '奈子', '表示', '與', '成員們', '的', '團隊', '合作', '更好', '了', '在', '舞', '臺', '表演', '時', '也', '想', '讓', '大家', '看到', '自己', '變', '更好', '的', '一面', '表達', '了', '對', '新', '專輯', '活動', '的', '決', '心安', '兪', '真', '表示', '如果', '說', '飽', '含', '熱情', '那麼', '將是', '傳達', '應援', '的', '信息', '這是', '一首', '為', '回報', '大', '衆', '喜愛的', '歌曲', '上', '首次', '公開', '了', '新曲', '舞', '臺', '利用', '名成員', '的', '華麗', '表演', '和', '編舞', '亮點', '燕子', '舞相當', '突出', '中', '除了', '之外', '這次', '專輯', '中', '還有', '充滿', '愉快', '能量', '的', '向日葵', '主打', '歌', '的', '延長', '線', '能夠', '感受', '到', '非凡', '魅力', '的', '表達', '對', '彼此', '特別', '心意', '的', '友情', '之曲用', '廣闊', '的', '天空', '表示', '的', '未來', '與', '舞台', '潛力', '的', '包含', '著', '對', '粉絲', '心意', '的', '粉絲頌', '天空', '之上', '收錄', '在', '日本', '出道', '單曲', '中', '的', '想成', '爲', '貓好', '心情', '說', '再', '見', '等', '共首', '曲目', '收錄', '曲中', '最', '引人注目', '的', '是', '李大輝', '贈', '送', '的', '另', '一首歌', '由', '成員', '金玟', '周', '和', '本田', '仁美參', '與', '了', '作詞', '吸引', '了', '人們', '的', '目光', '金玟', '周說', '我', '和', '仁美', '一起', '參與', '了', '的', '作詞', '回', '想起', '和', '成員們', '初次', '見面', '的', '瞬間', '進行', '了', '作詞', '因', '爲', '玟', '周協助', '了', '韓語', '所以', '才能', '夠作', '詞', '的', '本田', '仁美補', '充道', '新', '專輯', '中', '還收錄', '了', '日本', '歌曲', '想成', '爲', '貓和好', '心情', '說', '再', '見', '參', '與', '改譯', '的', '李彩演', '表示', '在', '日本', '出道', '的', '歌曲', '中', '大家', '給予', '了', '很多', '喜愛韓國', '粉絲們', '也', '很', '喜歡', '所以', '重新', '詮釋', '了', '人', '的', '版本', '並收錄', '其中', '回歸驚', '喜發', '佈', '六月', '首次', '演唱', '會', '舞台', '目標', '不僅', '是', '一位', '隨著', '正式', '開始', '活動宮脇咲', '良', '表', '達', '了', '自己', '的', '願望', '希望', '能', '與', '支持', '我們', '的', '粉絲進', '一步', '交流', '一同', '創造', '一個', '快樂', '的', '舞', '臺', '權恩妃', '說', '爲', '了', '能', '更', '常見面', '準備', '了', '綜藝', '與', '音樂', '節目', '等', '多種', '舞', '臺', '並且將', '於', '今年', '月', '舉行', '首場', '演唱', '會關', '於', '的', '舞蹈', '亮點仁', '美介紹', '說', '這是', '給人們', '帶來', '寶石', '的', '燕子', '舞並', '和', '李彩演', '等', '一起', '親自示', '範充', '滿', '魅力', '的', '收錄', '曲', '也', '是', '一大', '看點', '對', '於', '李大', '輝', '製', '作', '的', '安', '兪', '真', '表示', '李大輝', '前輩', '在', '繁忙', '的', '日程', '中', '也', '送', '上', '了', '清爽', '明朗', '的', '好', '歌', '一', '聽', '歌曲', '就', '浮現', '出', '很', '適合', '我們', '這句', '話', '會', '努力', '活動', '報答', '前輩', '這次', '活動', '的', '目標', '與', '專輯', '的', '訊息', '一脈', '相承', '張員瑛', '坦率地', '說', '與', '其', '說', '是', '一位', '不如', '說', '目標', '是', '想', '用', '更好', '的', '舞', '臺', '和', '精彩', '的', '活動', '報答', '粉絲']"
121863,IZONE,"['情報', '迷你', '二輯', '專輯', '曲目', '資訊', '作者', '看板', '標題', '情報', '迷你', '二輯', '專輯', '曲目', '資訊', '時間', '迷你', '二輯', '藝人', '發行', '日期', '類型', '發行', '公司', '企劃', '公司', '向日葵', '作詞', '作曲', '編曲', '作詞', '崔賢俊', '作曲', '崔賢俊', '編曲', '作詞', '作曲', '編曲作', '詞金珉', '周', '本田', '仁美', '作曲', '編曲', '作詞', '李大輝', '作曲', '李大輝', '編曲', '天空', '之上', '作詞', '作曲', '編曲想', '成為', '貓作', '詞秋元康', '作曲', '編曲', '金珉', '周好', '心情', '再見作', '詞秋元康', '作曲', '渡邊俊彥', '編曲渡', '邊俊彥', '早川', '博隆', '李彩演', '專輯試', '聽']"
